Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Revenue,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,OperatingSystems_1,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_1,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,Browser_1,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6460327821885538,-0.4177424224871473,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.3537251918182222,-0.41147131898320627,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.5560919851515287,-0.47784049773324916,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.578577184410785,-0.5729522342096885,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.5886299929695412,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.09488245843843363,-0.1565262993463359,-0.39647790101721353,-0.2447040195642488,-0.19632879700342828,0.2475171408892668,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6910031807070663,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.42118078959599103,-0.4496205319655144,0.0,0.0,-0.31336794548303215,-0.11246257955543619,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.6074433034813643,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.26378439478119714,0.9336803826121511,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.5336067858922724,-0.5530937397805419,0.0,0.0,-0.31336794548303215,8.891846549785656,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6460327821885538,-0.5692940904990562,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.6163273667786142,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6910031807070663,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6010623836700413,-0.5426419006073068,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5072280472465313,-0.09426520924567389,-0.39647790101721353,-0.2447040195642488,0.006037996329878177,-0.031024373077448614,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6235475829292975,-0.5844492573002471,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6235475829292975,-0.59124295276285,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.39593771128091604,-0.42255095704916457,0.3908586297513874,-0.2447040195642488,0.2983455867002097,0.20257423244435588,0.0,0.0,2.6147594467577964,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.6058755276053791,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6460327821885538,-0.5834040733829237,0.0,0.0,-0.31336794548303215,-0.11246257955543619,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.5336067858922724,-0.5149445267982338,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.48863638737375986,-0.5285319177234393,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.39869559033673474,-0.42558130186707366,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,0.45574198151500367,0.4659605796098804,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.5336067858922724,-0.4214005661977796,0.0,0.0,-0.31336794548303215,-0.11246257955543619,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.09488245843843363,-0.35462976784844236,-0.39647790101721353,-0.2447040195642488,-0.6010623836700413,-0.46843384247733755,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.5560919851515287,-0.59124295276285,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.5111215866330161,-0.3722769220835746,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.39593771128091604,-0.405570659748984,-0.39647790101721353,-0.2447040195642488,0.320830785959466,1.510099313016067,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6460327821885538,-0.6126692230679819,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.3762103910774785,-0.4621627389733965,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.6063981195640409,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6235475829292975,-0.5781781537963061,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.21881399626268455,-0.29911404787092893,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.39869559033673474,-0.5081508313356309,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6460327821885538,-0.5823588894656001,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.46615118811450357,-0.20609267922913654,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6910031807070663,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6910031807070663,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.44366598885524733,-0.48567937711317544,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.66851798144781,-0.6090110793573497,0.0,0.0,-0.31336794548303215,8.891846549785656,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6235475829292975,-0.5405515327726598,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6235475829292975,-0.5536163317392037,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6910031807070663,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6910031807070663,-0.6241662461585405,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5072280472465313,-0.13954600204615536,1.1781951605199883,0.6082892150575264,0.09597879336690328,-0.10261947141410904,0.0,0.0,0.7168990999350371,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6969929641233985,-0.4565115516495256,-0.39647790101721353,-0.2447040195642488,-0.6235475829292975,-0.569816682457718,0.0,0.0,-0.31336794548303215,-0.11246257955543619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
